75,75,37.5,USD
69,69,34.5,USD
19,19,9.5,USD
56,56,28.0,USD
31,31,15.5,USD
72,72,36.0,USD
33,33,16.5,USD
91,91,45.5,USD
38,38,19.0,USD
41,41,20.5,USD
87,87,43.5,USD
98,98,49.0,USD
95,95,47.5,USD
68,68,34.0,USD
94,94,47.0,USD
77,77,38.5,USD
28,28,14.0,USD
25,25,12.5,USD
50,50,25.0,USD
12,12,6.0,USD
54,54,27.0,USD
43,43,21.5,USD
56,56,28.0,USD
56,56,28.0,USD
55,55,27.5,USD
62,62,31.0,USD
46,46,23.0,USD
24,24,12.0,USD
55,55,27.5,USD
13,13,6.5,USD
8,8,4.0,USD
2,2,1.0,USD
18,18,9.0,USD
78,78,39.0,USD
66,66,33.0,USD
8,8,4.0,USD
14,14,7.0,USD
36,36,18.0,USD
42,42,21.0,USD
99,99,49.5,USD
36,36,18.0,USD
23,23,11.5,USD
5,5,2.5,USD
20,20,10.0,USD
8,8,4.0,USD
95,95,47.5,USD
1,1,0.5,USD
66,66,33.0,USD
29,29,14.5,USD
36,36,18.0,USD
24,24,12.0,USD
3,3,1.5,USD
96,96,48.0,USD
51,51,25.5,USD
80,80,40.0,USD
47,47,23.5,USD
54,54,27.0,USD
41,41,20.5,USD
85,85,42.5,USD
9,9,4.5,USD
90,90,45.0,USD
80,80,40.0,USD
37,37,18.5,USD
84,84,42.0,USD
56,56,28.0,USD
5,5,2.5,USD
73,73,36.5,USD
36,36,18.0,USD
40,40,20.0,USD
69,69,34.5,USD
58,58,29.0,USD
57,57,28.5,USD
86,86,43.0,USD
16,16,8.0,USD
6,6,3.0,USD
2,2,1.0,USD
21,21,10.5,USD
11,11,5.5,USD
79,79,39.5,USD
13,13,6.5,USD
2,2,1.0,USD
79,79,39.5,USD
13,13,6.5,USD
73,73,36.5,USD
13,13,6.5,USD
9,9,4.5,USD
68,68,34.0,USD
54,54,27.0,USD
41,41,20.5,USD
21,21,10.5,USD
35,35,17.5,USD
54,54,27.0,USD
21,21,10.5,USD
28,28,14.0,USD
7,7,3.5,USD
55,55,27.5,USD
45,45,22.5,USD
56,56,28.0,USD
61,61,30.5,USD
80,80,40.0,USD
81,81,40.5,USD
12,12,6.0,USD
43,43,21.5,USD
11,11,5.5,USD
73,73,36.5,USD
59,59,29.5,USD
7,7,3.5,USD
78,78,39.0,USD
38,38,19.0,USD
57,57,28.5,USD
88,88,44.0,USD
43,43,21.5,USD
19,19,9.5,USD
38,38,19.0,USD
14,14,7.0,USD
90,90,45.0,USD
2,2,1.0,USD
40,40,20.0,USD
84,84,42.0,USD
32,32,16.0,USD
42,42,21.0,USD
17,17,8.5,USD
17,17,8.5,USD
71,71,35.5,USD
17,17,8.5,USD
10,10,5.0,USD
70,70,35.0,USD
30,30,15.0,USD
58,58,29.0,USD
56,56,28.0,USD
7,7,3.5,USD
8,8,4.0,USD
91,91,45.5,USD
5,5,2.5,USD
20,20,10.0,USD
83,83,41.5,USD
60,60,30.0,USD
80,80,40.0,USD
78,78,39.0,USD
9,9,4.5,USD
82,82,41.0,USD
60,60,30.0,USD
23,23,11.5,USD
72,72,36.0,USD
62,62,31.0,USD
87,87,43.5,USD
64,64,32.0,USD
93,93,46.5,USD
29,29,14.5,USD
97,97,48.5,USD
48,48,24.0,USD
31,31,15.5,USD
83,83,41.5,USD
58,58,29.0,USD
68,68,34.0,USD
42,42,21.0,USD
73,73,36.5,USD
37,37,18.5,USD
94,94,47.0,USD
31,31,15.5,USD
25,25,12.5,USD
95,95,47.5,USD
63,63,31.5,USD
3,3,1.5,USD
31,31,15.5,USD
57,57,28.5,USD
21,21,10.5,USD
20,20,10.0,USD
91,91,45.5,USD
56,56,28.0,USD
21,21,10.5,USD
73,73,36.5,USD
74,74,37.0,USD
88,88,44.0,USD
27,27,13.5,USD
50,50,25.0,USD
78,78,39.0,USD
57,57,28.5,USD
71,71,35.5,USD
95,95,47.5,USD
60,60,30.0,USD
37,37,18.5,USD
2,2,1.0,USD
57,57,28.5,USD
9,9,4.5,USD
65,65,32.5,USD
26,26,13.0,USD
29,29,14.5,USD
10,10,5.0,USD
57,57,28.5,USD
79,79,39.5,USD
55,55,27.5,USD
4,4,2.0,USD
16,16,8.0,USD
7,7,3.5,USD
93,93,46.5,USD
12,12,6.0,USD
18,18,9.0,USD
65,65,32.5,USD
54,54,27.0,USD
18,18,9.0,USD
99,99,49.5,USD
63,63,31.5,USD
3,3,1.5,USD
33,33,16.5,USD
40,40,20.0,USD
16,16,8.0,USD
40,40,20.0,USD
61,61,30.5,USD
24,24,12.0,USD
70,70,35.0,USD
20,20,10.0,USD
24,24,12.0,USD
7,7,3.5,USD
87,87,43.5,USD
53,53,26.5,USD
13,13,6.5,USD
45,45,22.5,USD
43,43,21.5,USD
13,13,6.5,USD
76,76,38.0,USD
51,51,25.5,USD
97,97,48.5,USD
61,61,30.5,USD
76,76,38.0,USD
10,10,5.0,USD
4,4,2.0,USD
85,85,42.5,USD
71,71,35.5,USD
89,89,44.5,USD
54,54,27.0,USD
14,14,7.0,USD
44,44,22.0,USD
66,66,33.0,USD
92,92,46.0,USD
19,19,9.5,USD
3,3,1.5,USD
61,61,30.5,USD
38,38,19.0,USD
23,23,11.5,USD
58,58,29.0,USD
30,30,15.0,USD
11,11,5.5,USD
50,50,25.0,USD
89,89,44.5,USD
70,70,35.0,USD
69,69,34.5,USD
6,6,3.0,USD
5,5,2.5,USD
14,14,7.0,USD
31,31,15.5,USD
55,55,27.5,USD
4,4,2.0,USD
59,59,29.5,USD
66,66,33.0,USD
82,82,41.0,USD
65,65,32.5,USD
53,53,26.5,USD
11,11,5.5,USD
36,36,18.0,USD
69,69,34.5,USD
58,58,29.0,USD
91,91,45.5,USD
34,34,17.0,USD
6,6,3.0,USD
93,93,46.5,USD
6,6,3.0,USD
19,19,9.5,USD
13,13,6.5,USD
77,77,38.5,USD
50,50,25.0,USD
26,26,13.0,USD
2,2,1.0,USD
22,22,11.0,USD
59,59,29.5,USD
14,14,7.0,USD
84,84,42.0,USD
49,49,24.5,USD
59,59,29.5,USD
83,83,41.5,USD
96,96,48.0,USD
43,43,21.5,USD
17,17,8.5,USD
84,84,42.0,USD
62,62,31.0,USD
36,36,18.0,USD
33,33,16.5,USD
74,74,37.0,USD
74,74,37.0,USD
54,54,27.0,USD
91,91,45.5,USD
44,44,22.0,USD
6,6,3.0,USD
50,50,25.0,USD
41,41,20.5,USD
5,5,2.5,USD
71,71,35.5,USD
59,59,29.5,USD
86,86,43.0,USD
67,67,33.5,USD
49,49,24.5,USD
62,62,31.0,USD
23,23,11.5,USD
68,68,34.0,USD
63,63,31.5,USD
17,17,8.5,USD
38,38,19.0,USD
87,87,43.5,USD
24,24,12.0,USD
96,96,48.0,USD
84,84,42.0,USD
95,95,47.5,USD
18,18,9.0,USD
36,36,18.0,USD
37,37,18.5,USD
10,10,5.0,USD
53,53,26.5,USD
23,23,11.5,USD
99,99,49.5,USD
70,70,35.0,USD
64,64,32.0,USD
38,38,19.0,USD
63,63,31.5,USD
69,69,34.5,USD
73,73,36.5,USD
16,16,8.0,USD
90,90,45.0,USD
45,45,22.5,USD
61,61,30.5,USD
63,63,31.5,USD
5,5,2.5,USD
24,24,12.0,USD
59,59,29.5,USD
26,26,13.0,USD
72,72,36.0,USD
48,48,24.0,USD
39,39,19.5,USD
97,97,48.5,USD
76,76,38.0,USD
25,25,12.5,USD
69,69,34.5,USD
85,85,42.5,USD
72,72,36.0,USD
68,68,34.0,USD
46,46,23.0,USD
23,23,11.5,USD
53,53,26.5,USD
53,53,26.5,USD
30,30,15.0,USD
48,48,24.0,USD
59,59,29.5,USD
78,78,39.0,USD
42,42,21.0,USD
48,48,24.0,USD
66,66,33.0,USD
78,78,39.0,USD
28,28,14.0,USD
33,33,16.5,USD
55,55,27.5,USD
97,97,48.5,USD
6,6,3.0,USD
47,47,23.5,USD
44,44,22.0,USD
90,90,45.0,USD
83,83,41.5,USD
24,24,12.0,USD
12,12,6.0,USD
36,36,18.0,USD
52,52,26.0,USD
24,24,12.0,USD
1,1,0.5,USD
18,18,9.0,USD
17,17,8.5,USD
34,34,17.0,USD
57,57,28.5,USD
65,65,32.5,USD
79,79,39.5,USD
84,84,42.0,USD
86,86,43.0,USD
16,16,8.0,USD
31,31,15.5,USD
57,57,28.5,USD
66,66,33.0,USD
92,92,46.0,USD
81,81,40.5,USD
73,73,36.5,USD
61,61,30.5,USD
5,5,2.5,USD
82,82,41.0,USD
46,46,23.0,USD
3,3,1.5,USD
49,49,24.5,USD
14,14,7.0,USD
19,19,9.5,USD
55,55,27.5,USD
88,88,44.0,USD
5,5,2.5,USD
99,99,49.5,USD
35,35,17.5,USD
9,9,4.5,USD
86,86,43.0,USD
79,79,39.5,USD
36,36,18.0,USD
71,71,35.5,USD
5,5,2.5,USD
48,48,24.0,USD
24,24,12.0,USD
9,9,4.5,USD
15,15,7.5,USD
98,98,49.0,USD
85,85,42.5,USD
63,63,31.5,USD
52,52,26.0,USD
57,57,28.5,USD
29,29,14.5,USD
34,34,17.0,USD
64,64,32.0,USD
7,7,3.5,USD
48,48,24.0,USD
51,51,25.5,USD
33,33,16.5,USD
15,15,7.5,USD
97,97,48.5,USD
76,76,38.0,USD
76,76,38.0,USD
20,20,10.0,USD
31,31,15.5,USD
56,56,28.0,USD
28,28,14.0,USD
48,48,24.0,USD
19,19,9.5,USD
98,98,49.0,USD
42,42,21.0,USD
35,35,17.5,USD
44,44,22.0,USD
11,11,5.5,USD
47,47,23.5,USD
89,89,44.5,USD
62,62,31.0,USD
48,48,24.0,USD
66,66,33.0,USD
16,16,8.0,USD
12,12,6.0,USD
37,37,18.5,USD
35,35,17.5,USD
98,98,49.0,USD
25,25,12.5,USD
16,16,8.0,USD
53,53,26.5,USD
20,20,10.0,USD
13,13,6.5,USD
2,2,1.0,USD
3,3,1.5,USD
1,1,0.5,USD
75,75,37.5,USD
22,22,11.0,USD
90,90,45.0,USD
8,8,4.0,USD
9,9,4.5,USD
73,73,36.5,USD
82,82,41.0,USD
99,99,49.5,USD
53,53,26.5,USD
72,72,36.0,USD
16,16,8.0,USD
39,39,19.5,USD
76,76,38.0,USD
16,16,8.0,USD
95,95,47.5,USD
73,73,36.5,USD
54,54,27.0,USD
39,39,19.5,USD
3,3,1.5,USD
53,53,26.5,USD
59,59,29.5,USD
92,92,46.0,USD
80,80,40.0,USD
75,75,37.5,USD
46,46,23.0,USD
33,33,16.5,USD
83,83,41.5,USD
68,68,34.0,USD
95,95,47.5,USD
66,66,33.0,USD
16,16,8.0,USD
77,77,38.5,USD
46,46,23.0,USD
81,81,40.5,USD
9,9,4.5,USD
65,65,32.5,USD
95,95,47.5,USD
10,10,5.0,USD
51,51,25.5,USD
38,38,19.0,USD
94,94,47.0,USD
32,32,16.0,USD
11,11,5.5,USD
39,39,19.5,USD
61,61,30.5,USD
69,69,34.5,USD
21,21,10.5,USD
84,84,42.0,USD
90,90,45.0,USD
53,53,26.5,USD
6,6,3.0,USD
22,22,11.0,USD
87,87,43.5,USD
59,59,29.5,USD
90,90,45.0,USD
45,45,22.5,USD
61,61,30.5,USD
78,78,39.0,USD
81,81,40.5,USD
24,24,12.0,USD
89,89,44.5,USD
50,50,25.0,USD
93,93,46.5,USD
55,55,27.5,USD
12,12,6.0,USD
33,33,16.5,USD
17,17,8.5,USD
41,41,20.5,USD
23,23,11.5,USD
1,1,0.5,USD
27,27,13.5,USD
37,37,18.5,USD
51,51,25.5,USD
45,45,22.5,USD
61,61,30.5,USD
16,16,8.0,USD
10,10,5.0,USD
46,46,23.0,USD
25,25,12.5,USD
27,27,13.5,USD
98,98,49.0,USD
11,11,5.5,USD
63,63,31.5,USD
68,68,34.0,USD
92,92,46.0,USD
28,28,14.0,USD
39,39,19.5,USD
87,87,43.5,USD
14,14,7.0,USD
80,80,40.0,USD
8,8,4.0,USD
24,24,12.0,USD
57,57,28.5,USD
44,44,22.0,USD
76,76,38.0,USD
44,44,22.0,USD
17,17,8.5,USD
81,81,40.5,USD
31,31,15.5,USD
4,4,2.0,USD
19,19,9.5,USD
46,46,23.0,USD
81,81,40.5,USD
25,25,12.5,USD
80,80,40.0,USD
93,93,46.5,USD
98,98,49.0,USD
58,58,29.0,USD
49,49,24.5,USD
10,10,5.0,USD
73,73,36.5,USD
86,86,43.0,USD
8,8,4.0,USD
40,40,20.0,USD
76,76,38.0,USD
54,54,27.0,USD
87,87,43.5,USD
63,63,31.5,USD
54,54,27.0,USD
75,75,37.5,USD
35,35,17.5,USD
68,68,34.0,USD
29,29,14.5,USD
51,51,25.5,USD
78,78,39.0,USD
47,47,23.5,USD
70,70,35.0,USD
35,35,17.5,USD
23,23,11.5,USD
26,26,13.0,USD
24,24,12.0,USD
29,29,14.5,USD
15,15,7.5,USD
36,36,18.0,USD
80,80,40.0,USD
70,70,35.0,USD
24,24,12.0,USD
53,53,26.5,USD
23,23,11.5,USD
47,47,23.5,USD
80,80,40.0,USD
52,52,26.0,USD
56,56,28.0,USD
34,34,17.0,USD
38,38,19.0,USD
63,63,31.5,USD
2,2,1.0,USD
49,49,24.5,USD
26,26,13.0,USD
40,40,20.0,USD
40,40,20.0,USD
77,77,38.5,USD
90,90,45.0,USD
66,66,33.0,USD
10,10,5.0,USD
40,40,20.0,USD
22,22,11.0,USD
4,4,2.0,USD
21,21,10.5,USD
3,3,1.5,USD
8,8,4.0,USD
59,59,29.5,USD
74,74,37.0,USD
11,11,5.5,USD
68,68,34.0,USD
95,95,47.5,USD
2,2,1.0,USD
97,97,48.5,USD
60,60,30.0,USD
95,95,47.5,USD
17,17,8.5,USD
77,77,38.5,USD
61,61,30.5,USD
40,40,20.0,USD
71,71,35.5,USD
35,35,17.5,USD
4,4,2.0,USD
99,99,49.5,USD
11,11,5.5,USD
56,56,28.0,USD
34,34,17.0,USD
7,7,3.5,USD
15,15,7.5,USD
83,83,41.5,USD
42,42,21.0,USD
2,2,1.0,USD
30,30,15.0,USD
6,6,3.0,USD
36,36,18.0,USD
75,75,37.5,USD
8,8,4.0,USD
45,45,22.5,USD
85,85,42.5,USD
90,90,45.0,USD
45,45,22.5,USD
97,97,48.5,USD
17,17,8.5,USD
65,65,32.5,USD
95,95,47.5,USD
25,25,12.5,USD
84,84,42.0,USD
17,17,8.5,USD
70,70,35.0,USD
95,95,47.5,USD
14,14,7.0,USD
3,3,1.5,USD
38,38,19.0,USD
5,5,2.5,USD
57,57,28.5,USD
7,7,3.5,USD
80,80,40.0,USD
56,56,28.0,USD
77,77,38.5,USD
68,68,34.0,USD
77,77,38.5,USD
55,55,27.5,USD
44,44,22.0,USD
51,51,25.5,USD
33,33,16.5,USD
94,94,47.0,USD
74,74,37.0,USD
35,35,17.5,USD
67,67,33.5,USD
33,33,16.5,USD
58,58,29.0,USD
86,86,43.0,USD
79,79,39.5,USD
50,50,25.0,USD
51,51,25.5,USD
95,95,47.5,USD
57,57,28.5,USD
28,28,14.0,USD
14,14,7.0,USD
88,88,44.0,USD
44,44,22.0,USD
68,68,34.0,USD
58,58,29.0,USD
35,35,17.5,USD
22,22,11.0,USD
69,69,34.5,USD
44,44,22.0,USD
31,31,15.5,USD
2,2,1.0,USD
87,87,43.5,USD
52,52,26.0,USD
3,3,1.5,USD
97,97,48.5,USD
5,5,2.5,USD
59,59,29.5,USD
99,99,49.5,USD
88,88,44.0,USD
66,66,33.0,USD
39,39,19.5,USD
82,82,41.0,USD
42,42,21.0,USD
98,98,49.0,USD
89,89,44.5,USD
47,47,23.5,USD
27,27,13.5,USD
27,27,13.5,USD
24,24,12.0,USD
74,74,37.0,USD
34,34,17.0,USD
27,27,13.5,USD
17,17,8.5,USD
35,35,17.5,USD
45,45,22.5,USD
75,75,37.5,USD
69,69,34.5,USD
27,27,13.5,USD
7,7,3.5,USD
65,65,32.5,USD
93,93,46.5,USD
98,98,49.0,USD
21,21,10.5,USD
34,34,17.0,USD
93,93,46.5,USD
93,93,46.5,USD
33,33,16.5,USD
90,90,45.0,USD
2,2,1.0,USD
37,37,18.5,USD
92,92,46.0,USD
